"GEO_ID","id"
"CP03_2008_037E","2008 Estimate!!INDUSTRY!!Retail trade"
"CP03_2008_038E","2008 Estimate!!INDUSTRY!!Transportation and warehousing, and utilities"
"CP03_2008_039E","2008 Estimate!!INDUSTRY!!Information"
"CP03_2008_040E","2008 Estimate!!INDUSTRY!!Finance and insurance, and real estate and rental and leasing"
"CP03_2008_041E","2008 Estimate!!INDUSTRY!!Professional, scientific, and management, and administrative and waste management services"
"CP03_2008_042E","2008 Estimate!!INDUSTRY!!Educational services, and health care and social assistance"
"CP03_2008_043E","2008 Estimate!!INDUSTRY!!Arts, entertainment, and recreation, and accommodation and food services"
"CP03_2008_044E","2008 Estimate!!INDUSTRY!!Other services, except public administration"
"CP03_2008_045E","2008 Estimate!!INDUSTRY!!Public administration"
"CP03_2008_046E","2008 Estimate!!CLASS OF WORKER!!Civilian employed population 16 years and over"
"CP03_2008_047E","2008 Estimate!!CLASS OF WORKER!!Private wage and salary workers"
"CP03_2008_048E","2008 Estimate!!CLASS OF WORKER!!Government workers"
"CP03_2008_049E","2008 Estimate!!CLASS OF WORKER!!Self-employed in own not incorporated business workers"
"CP03_2008_050E","2008 Estimate!!CLASS OF WORKER!!Unpaid family workers"
"CP03_2008_051E","2008 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Total households"
"CP03_2008_052E","2008 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Less than $10,000"
"CP03_2008_053E","2008 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!$10,000 to $14,999"
"CP03_2008_054E","2008 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!$15,000 to $24,999"
"CP03_2008_055E","2008 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!$25,000 to $34,999"
"CP03_2008_056E","2008 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!$35,000 to $49,999"
"CP03_2008_057E","2008 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!$50,000 to $74,999"
"CP03_2008_058E","2008 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!$75,000 to $99,999"
"CP03_2008_059E","2008 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!$100,000 to $149,999"
"CP03_2008_060E","2008 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!$150,000 to $199,999"
"CP03_2008_061E","2008 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!$200,000 or more"
"CP03_2008_062E","2008 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Median household income (dollars)"
"CP03_2008_063E","2008 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Mean household income (dollars)"
"CP03_2008_064E","2008 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!With earnings"
"CP03_2008_065E","2008 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!With earnings!!Mean earnings (dollars)"
"CP03_2008_066E","2008 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!With Social Security"
"CP03_2008_067E","2008 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!With Social Security!!Mean Social Security income (dollars)"
"CP03_2008_068E","2008 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!With retirement income"
"CP03_2008_069E","2008 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!With retirement income!!Mean retirement income (dollars)"
"CP03_2008_070E","2008 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!With Supplemental Security Income"
"CP03_2008_071E","2008 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!With Supplemental Security Income!!Mean Supplemental Security Income (dollars)"
"CP03_2008_072E","2008 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!With cash public assistance income"
"CP03_2008_073E","2008 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!With cash public assistance income!!Mean cash public assistance income (dollars)"
"CP03_2008_074E","2008 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!With Food Stamp/SNAP benefits in the past 12 months"
"CP03_2008_075E","2008 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Families"
"CP03_2008_076E","2008 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Less than $10,000"
"CP03_2008_077E","2008 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!$10,000 to $14,999"
"CP03_2008_078E","2008 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!$15,000 to $24,999"
"CP03_2008_079E","2008 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!$25,000 to $34,999"
"CP03_2008_080E","2008 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!$35,000 to $49,999"
"CP03_2008_081E","2008 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!$50,000 to $74,999"
"CP03_2008_082E","2008 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!$75,000 to $99,999"
"CP03_2008_083E","2008 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!$100,000 to $149,999"
"CP03_2008_084E","2008 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!$150,000 to $199,999"
"CP03_2008_085E","2008 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!$200,000 or more"
"CP03_2008_086E","2008 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Median family income (dollars)"
"CP03_2008_087E","2008 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Mean family income (dollars)"
"CP03_2008_088E","2008 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Per capita income (dollars)"
"CP03_2008_089E","2008 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Nonfamily households"
"CP03_2008_090E","2008 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Median nonfamily income (dollars)"
"CP03_2008_091E","2008 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Mean nonfamily income (dollars)"
"CP03_2008_092E","2008 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Median earnings for workers (dollars)"
"CP03_2008_093E","2008 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Median earnings for male full-time, year-round workers (dollars)"
"CP03_2008_094E","2008 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Median earnings for female full-time, year-round workers (dollars)"
"CP03_2008_095E","2008 Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population"
"CP03_2008_096E","2008 Estimate!!HEALTH INSURANCE COVERAGE!!With health insurance coverage"
"CP03_2008_097E","2008 Estimate!!HEALTH INSURANCE COVERAGE!!With health insurance coverage!!With private health insurance"
"CP03_2008_098E","2008 Estimate!!HEALTH INSURANCE COVERAGE!!With health insurance coverage!!With public coverage"
"CP03_2008_099E","2008 Estimate!!HEALTH INSURANCE COVERAGE!!No health insurance coverage"
"CP03_2008_100E","2008 Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population under 18 years"
"CP03_2008_101E","2008 Estimate!!HEALTH INSURANCE COVERAGE!!No health insurance coverage"
"CP03_2008_102E","2008 Estimate!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population 18 to 64 years"
"CP03_2008_103E","2008 Estimate!!HEALTH INSURANCE COVERAGE!!In labor force"
"CP03_2008_104E","2008 Estimate!!HEALTH INSURANCE COVERAGE!!In labor force!!Employed"
"CP03_2008_105E","2008 Estimate!!HEALTH INSURANCE COVERAGE!!In labor force!!Employed!!With health insurance coverage"
"CP03_2008_106E","2008 Estimate!!HEALTH INSURANCE COVERAGE!!In labor force!!Employed!!With health insurance coverage!!With private health insurance"
"CP03_2008_107E","2008 Estimate!!HEALTH INSURANCE COVERAGE!!In labor force!!Employed!!With health insurance coverage!!With public coverage"
"CP03_2008_108E","2008 Estimate!!HEALTH INSURANCE COVERAGE!!In labor force!!Employed!!No health insurance coverage"
"CP03_2008_109E","2008 Estimate!!HEALTH INSURANCE COVERAGE!!In labor force!!Unemployed"
"CP03_2008_110E","2008 Estimate!!HEALTH INSURANCE COVERAGE!!In labor force!!Unemployed!!With health insurance coverage"
"CP03_2008_111E","2008 Estimate!!HEALTH INSURANCE COVERAGE!!In labor force!!Unemployed!!With health insurance coverage!!With private health insurance"
"CP03_2008_112E","2008 Estimate!!HEALTH INSURANCE COVERAGE!!In labor force!!Unemployed!!With health insurance coverage!!With public coverage"
"CP03_2008_113E","2008 Estimate!!HEALTH INSURANCE COVERAGE!!In labor force!!Unemployed!!No health insurance coverage"
"CP03_2008_114E","2008 Estimate!!HEALTH INSURANCE COVERAGE!!Not in labor force"
"CP03_2008_115E","2008 Estimate!!HEALTH INSURANCE COVERAGE!!Not in labor force!!With health insurance coverage"
"CP03_2008_116E","2008 Estimate!!HEALTH INSURANCE COVERAGE!!Not in labor force!!With health insurance coverage!!With private health insurance"
"CP03_2008_117E","2008 Estimate!!HEALTH INSURANCE COVERAGE!!Not in labor force!!With health insurance coverage!!With public coverage"
"CP03_2008_118E","2008 Estimate!!HEALTH INSURANCE COVERAGE!!Not in labor force!!No health insurance coverage"
"CP03_2008_119E","2008 Estimate!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!All families"
"CP03_2008_120E","2008 Estimate!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!All families!!With related children under 18 years"
"CP03_2008_121E","2008 Estimate!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!All families!!With related children under 18 years!!With related children under 5 years only"
"CP03_2008_122E","2008 Estimate!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!Married couple families"
"CP03_2008_123E","2008 Estimate!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!Married couple families!!With related children under 18 years"
"CP03_2008_124E","2008 Estimate!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!Married couple families!!With related children under 18 years!!With related children under 5 years only"
"CP03_2008_125E","2008 Estimate!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!Families with female householder, no husband present"
"CP03_2008_126E","2008 Estimate!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!Families with female householder, no husband present!!With related children under 18 years"
"CP03_2008_127E","2008 Estimate!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!Families with female householder, no husband present!!With related children under 18 years!!With related children under 5 years only"
"CP03_2008_128E","2008 Estimate!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!All people"
"CP03_2008_129E","2008 Estimate!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!Under 18 years"
"CP03_2008_130E","2008 Estimate!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!Under 18 years!!Related children under 18 years"
"CP03_2008_131E","2008 Estimate!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!Under 18 years!!Related children under 18 years!!Related children under 5 years"
"CP03_2008_132E","2008 Estimate!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!Under 18 years!!Related children under 18 years!!Related children 5 to 17 years"
"CP03_2008_133E","2008 Estimate!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!18 years and over"
"CP03_2008_134E","2008 Estimate!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!18 years and over!!18 to 64 years"
"CP03_2008_135E","2008 Estimate!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!18 years and over!!65 years and over"
"CP03_2008_136E","2008 Estimate!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!People in families"
"CP03_2008_137E","2008 Estimate!!PERCENTAGE OF FAMILIES AND PEOPLE WHOSE INCOME IN THE PAST 12 MONTHS IS BELOW THE POVERTY LEVEL!!Unrelated individuals 15 years and over"
"CP03_2009_001E","2009 Estimate!!EMPLOYMENT STATUS!!Population 16 years and over"
"CP03_2009_002E","2009 Estimate!!EMPLOYMENT STATUS!!In labor force"
"CP03_2009_003E","2009 Estimate!!EMPLOYMENT STATUS!!In labor force!!Civilian labor force"
"CP03_2009_004E","2009 Estimate!!EMPLOYMENT STATUS!!In labor force!!Civilian labor force!!Employed"
"CP03_2009_005E","2009 Estimate!!EMPLOYMENT STATUS!!In labor force!!Civilian labor force!!Unemployed"
"CP03_2009_006E","2009 Estimate!!EMPLOYMENT STATUS!!In labor force!!Armed Forces"
"CP03_2009_007E","2009 Estimate!!EMPLOYMENT STATUS!!Not in labor force"
"CP03_2009_008E","2009 Estimate!!EMPLOYMENT STATUS!!Civilian labor force"
"CP03_2009_009E","2009 Estimate!!EMPLOYMENT STATUS!!Percent Unemployed"
"CP03_2009_010E","2009 Estimate!!EMPLOYMENT STATUS!!Females 16 years and over"
"CP03_2009_011E","2009 Estimate!!EMPLOYMENT STATUS!!In labor force"
"CP03_2009_012E","2009 Estimate!!EMPLOYMENT STATUS!!In labor force!!Civilian labor force"
"CP03_2009_013E","2009 Estimate!!EMPLOYMENT STATUS!!In labor force!!Civilian labor force!!Employed"
"CP03_2009_014E","2009 Estimate!!EMPLOYMENT STATUS!!Own children under 6 years"
"CP03_2009_015E","2009 Estimate!!EMPLOYMENT STATUS!!All parents in family in labor force"
"CP03_2009_016E","2009 Estimate!!EMPLOYMENT STATUS!!Own children 6 to 17 years"
"CP03_2009_017E","2009 Estimate!!EMPLOYMENT STATUS!!All parents in family in labor force"
"CP03_2009_018E","2009 Estimate!!COMMUTING TO WORK!!Workers 16 years and over"
"CP03_2009_019E","2009 Estimate!!COMMUTING TO WORK!!Car, truck, or van -- drove alone"
"CP03_2009_020E","2009 Estimate!!COMMUTING TO WORK!!Car, truck, or van -- carpooled"
"CP03_2009_021E","2009 Estimate!!COMMUTING TO WORK!!Public transportation (excluding taxicab)"
"CP03_2009_022E","2009 Estimate!!COMMUTING TO WORK!!Walked"
"CP03_2009_023E","2009 Estimate!!COMMUTING TO WORK!!Other means"
"CP03_2009_024E","2009 Estimate!!COMMUTING TO WORK!!Worked at home"
"CP03_2009_025E","2009 Estimate!!COMMUTING TO WORK!!Mean travel time to work (minutes)"
"CP03_2009_026E","2009 Estimate!!OCCUPATION!!Civilian employed population 16 years and over"
"CP03_2009_027E","2009 Estimate!!OCCUPATION!!Management, business, science, and arts occupations"
"CP03_2009_028E","2009 Estimate!!OCCUPATION!!Service occupations"
"CP03_2009_029E","2009 Estimate!!OCCUPATION!!Sales and office occupations"
"CP03_2009_030E","2009 Estimate!!OCCUPATION!!Natural resources, construction, and maintenance occupations"
"CP03_2009_031E","2009 Estimate!!OCCUPATION!!Production, transportation, and material moving occupations"
"CP03_2009_032E","2009 Estimate!!INDUSTRY!!Civilian employed population 16 years and over"
"CP03_2009_033E","2009 Estimate!!INDUSTRY!!Agriculture, forestry, fishing and hunting, and mining"
"CP03_2009_034E","2009 Estimate!!INDUSTRY!!Construction"
"CP03_2009_035E","2009 Estimate!!INDUSTRY!!Manufacturing"
"CP03_2009_036E","2009 Estimate!!INDUSTRY!!Wholesale trade"
"CP03_2009_037E","2009 Estimate!!INDUSTRY!!Retail trade"
"CP03_2009_038E","2009 Estimate!!INDUSTRY!!Transportation and warehousing, and utilities"
"CP03_2009_039E","2009 Estimate!!INDUSTRY!!Information"
"CP03_2009_040E","2009 Estimate!!INDUSTRY!!Finance and insurance, and real estate and rental and leasing"
"CP03_2009_041E","2009 Estimate!!INDUSTRY!!Professional, scientific, and management, and administrative and waste management services"
"CP03_2009_042E","2009 Estimate!!INDUSTRY!!Educational services, and health care and social assistance"
"CP03_2009_043E","2009 Estimate!!INDUSTRY!!Arts, entertainment, and recreation, and accommodation and food services"
"CP03_2009_044E","2009 Estimate!!INDUSTRY!!Other services, except public administration"
"CP03_2009_045E","2009 Estimate!!INDUSTRY!!Public administration"
"CP03_2009_046E","2009 Estimate!!CLASS OF WORKER!!Civilian employed population 16 years and over"
"CP03_2009_047E","2009 Estimate!!CLASS OF WORKER!!Private wage and salary workers"
"CP03_2009_048E","2009 Estimate!!CLASS OF WORKER!!Government workers"
"CP03_2009_049E","2009 Estimate!!CLASS OF WORKER!!Self-employed in own not incorporated business workers"
"CP03_2009_050E","2009 Estimate!!CLASS OF WORKER!!Unpaid family workers"
"CP03_2009_051E","2009 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Total households"
"CP03_2009_052E","2009 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Less than $10,000"
"CP03_2009_053E","2009 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!$10,000 to $14,999"
"CP03_2009_054E","2009 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!$15,000 to $24,999"
"CP03_2009_055E","2009 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!$25,000 to $34,999"
"CP03_2009_056E","2009 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!$35,000 to $49,999"
"CP03_2009_057E","2009 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!$50,000 to $74,999"
"CP03_2009_058E","2009 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!$75,000 to $99,999"
"CP03_2009_059E","2009 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!$100,000 to $149,999"
"CP03_2009_060E","2009 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!$150,000 to $199,999"
"CP03_2009_061E","2009 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!$200,000 or more"
"CP03_2009_062E","2009 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Median household income (dollars)"
"CP03_2009_063E","2009 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Mean household income (dollars)"
"CP03_2009_064E","2009 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!With earnings"
"CP03_2009_065E","2009 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!With earnings!!Mean earnings (dollars)"
"CP03_2009_066E","2009 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!With Social Security"
"CP03_2009_067E","2009 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!With Social Security!!Mean Social Security income (dollars)"
"CP03_2009_068E","2009 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!With retirement income"
"CP03_2009_069E","2009 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!With retirement income!!Mean retirement income (dollars)"
"CP03_2009_070E","2009 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!With Supplemental Security Income"
"CP03_2009_071E","2009 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!With Supplemental Security Income!!Mean Supplemental Security Income (dollars)"
"CP03_2009_072E","2009 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!With cash public assistance income"
"CP03_2009_073E","2009 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!With cash public assistance income!!Mean cash public assistance income (dollars)"
"CP03_2009_074E","2009 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!With Food Stamp/SNAP benefits in the past 12 months"
"CP03_2009_075E","2009 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Families"
"CP03_2009_076E","2009 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Less than $10,000"
"CP03_2009_077E","2009 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!$10,000 to $14,999"
"CP03_2009_078E","2009 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!$15,000 to $24,999"
"CP03_2009_079E","2009 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!$25,000 to $34,999"
"CP03_2009_080E","2009 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!$35,000 to $49,999"
"CP03_2009_081E","2009 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!$50,000 to $74,999"
"CP03_2009_082E","2009 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!$75,000 to $99,999"
"CP03_2009_083E","2009 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!$100,000 to $149,999"
"CP03_2009_084E","2009 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!$150,000 to $199,999"
"CP03_2009_085E","2009 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!$200,000 or more"
"CP03_2009_086E","2009 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Median family income (dollars)"
"CP03_2009_087E","2009 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Mean family income (dollars)"
"CP03_2009_088E","2009 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Per capita income (dollars)"
"CP03_2009_089E","2009 Estimate!!INCOME AND BENEFITS (IN 2012 INFLATION-ADJUSTED DOLLARS)!!Nonfamily households"
